用户ID 用户昵称 用户头像地址 评论时间 点赞总数 评论内容
134970521 情歌不上线 http://p1.music.126.net/Dgb-pF13z646hWOvwqqa0Q==/109951162812888340.jpg 1484837045661 4 当年纠结很久的表白被他秒拒害我掉眼泪半小时，虽然现在也没有遇到更喜欢的人，但是看到他我就觉得当年真是年轻啊……不懂事(˶‾᷄⁻̫‾᷅˵)
85688657 哀羽成光 http://p1.music.126.net/le0uIo2TIwApnJaUAuS7DA==/19108412579280599.jpg 1484815321699 1 后悔那一天没有和他说一句话，那怕只有一句也好。
256726177 NF-firefly http://p1.music.126.net/TxInJu4MB0sUBIpgQynQ_Q==/528865161763126.jpg 1484680812984 2 我不后悔
398454543 Hugh丶丶 http://p1.music.126.net/VnZiScyynLG7atLIZ2YPkw==/18686200114669622.jpg 1484325291672 0 现在的每一刻请学会好好珍惜
308569865 挂剑 http://p1.music.126.net/junvCPbrlrIlSaRTQn6Tag==/3265549587085226.jpg 1484238894714 0 这是标准的破裂性思维[惊恐]真不明白你们怎么喜欢这种言论
328042841 少女左 http://p1.music.126.net/kbT4tzQcOsX3mhvRcHIoVA==/1405175875155912.jpg 1484190565077 2 现在的每一刻请学会好好珍惜❤
249342541 红鲤驴与余 http://p1.music.126.net/xsVCVQvQrHCDD4fUVOCrKQ==/109951162845407208.jpg 1483766728327 1 不同的心情听出来不一样的心境
249342541 红鲤驴与余 http://p1.music.126.net/xsVCVQvQrHCDD4fUVOCrKQ==/109951162845407208.jpg 1483712074117 4 最近身边发生很多事情 自己的 家人的 朋友的 生活中的 开始对现在的工作环境厌烦 陷入无尽焦虑 失眠 想出去走走 没有方向 害怕尝试新鲜事物
309046332 Kienhov http://p1.music.126.net/mkXMk_dNu5eqVhZspRWmLA==/1389782710888807.jpg 1483679442718 0 虵的岁月是无穷的。
295017699 夜猫浪哥 http://p1.music.126.net/Q60uzckL8_OFkTFTEiXo4g==/19123805742009008.jpg 1483541944471 2 有时感觉网易比自己爸妈还了解自己
295017699 夜猫浪哥 http://p1.music.126.net/Q60uzckL8_OFkTFTEiXo4g==/19123805742009008.jpg 1483541925039 2 网易处处是回忆
380416703 白之Elder http://p1.music.126.net/UuSO_teIgY1lsqLladPmYA==/19169985230354678.jpg 1483541709916 1 你也是替你们拙计啊
65779381 朱润南 http://p1.music.126.net/4RDLm_KiuW8FeyV0rS5iQQ==/1424967079677992.jpg 1483510362827 1 听了这首歌，就是要鼓励我以后去小米公司上班呀，这是我的人生目标，虽然我还小。
351599691 十一月夏 http://p1.music.126.net/KHfBJHCl1loqsWT372MhMg==/18656513301280887.jpg 1483506003746 2 这首歌真的很好听，在我高三那累的一年真的给我带来了安慰，，点赞点赞
65779381 朱润南 http://p1.music.126.net/4RDLm_KiuW8FeyV0rS5iQQ==/1424967079677992.jpg 1483461156488 0 肯德基
301270670 一生如雪 http://p1.music.126.net/VnZiScyynLG7atLIZ2YPkw==/18686200114669622.jpg 1483419408143 3 当年那个一直跟在我后面的女孩，如今却早已失去了音讯，我后悔自己当初没有顾及那个可爱的你，长大后却只剩下叹息。
322809473 Future26 http://p1.music.126.net/UNlIgcH_1cKaKEsFSBUEKA==/19158990114124188.jpg 1483257294846 0 小时候我们都有最想拥有的玩具长大后得到了却又有什么意义
71168548 洛洛谣 http://p1.music.126.net/bIFpq6ov1cyKy-CdSAv7IA==/18733479115506367.jpg 1483237048984 0 这男声ex
325121770 我是麦麦天空 http://p1.music.126.net/c87t_jkB03emqN3NYmRKuQ==/1410673433346044.jpg 1483181343598 0 谢谢，我查一下
266815647 Wsv无所谓 http://p1.music.126.net/V8SeJ9LmBRpd0fClw_t0Lg==/19232657393233729.jpg 1483167583492 0 喜欢。
117476681 他心有她她厌他 http://p1.music.126.net/Sxt7n20OGA5P64UqygFCdw==/1411772940477267.jpg 1482593306758 3 很后悔当初没鼓起勇气去吻你
39811878 西门吹牛b http://p1.music.126.net/VnZiScyynLG7atLIZ2YPkw==/18686200114669622.jpg 1482535579656 0 伽菲珈而
291691262 讲道理的池某人 http://p1.music.126.net/38KV1BHNSh5O0u40V1prqg==/109951162840937331.jpg 1482402176631 0 要是单女的唱就好了
325121770 我是麦麦天空 http://p1.music.126.net/c87t_jkB03emqN3NYmRKuQ==/1410673433346044.jpg 1482386424137 0 这歌的女声叫什么？
284523372 Holydream_ http://p1.music.126.net/OS0T5aVmWlgsuDPYn8TO7w==/19074327718663593.jpg 1481909565158 2 单色凌的歌一个人戴上耳机听的时候很有感觉
351187543 玖咯 http://p1.music.126.net/TSzZ6PTjD0uE-An-z4F5_Q==/3413983642021688.jpg 1481890535967 0 呀[呆]
289861568 bubulyy http://p1.music.126.net/94f0ExghbTebfesUYgNEVw==/1397479292714279.jpg 1481786193851 0 喜欢这首歌的歌词。
329902027 衾靥 http://p1.music.126.net/tfJ4GqbQ7KLgNNaMOSKLjA==/3265549620252882.jpg 1481445090892 1 [憨笑]
320904668 风吹来的向日葵 http://p1.music.126.net/YBMO0Fsmi67963wrKwdFLQ==/19105114044336908.jpg 1480774165721 2 很久以前喜欢的一首歌[爱心]
81812366 善良的2b世界 http://p1.music.126.net/ioHtfU3ue67ByEhjEpblUA==/18663110371735255.jpg 1480507117634 0 我们要好好的   邓承
342147809 陪我把旧情歌哼一哼 http://p1.music.126.net/sFcgmuYcr9vDdxSdTOGMTA==/19049038951392460.jpg 1480418059283 0 哦，嗯，好  这是她在那个时候经常说的话，[大笑]
115906937 傻乎乎的徘徊 http://p1.music.126.net/Uk-QlchXCtI0CthUkaWzqQ==/1376588567345721.jpg 1480346826602 0 我们要好好珍惜 傅婉琳
342194661 玖喜冰 http://p1.music.126.net/o868AUHs-yjK9yth7aSm8A==/1411772946275592.jpg 1480254465682 1 可我还是那么喜欢你啊  fbe
297869684 Whoever灬whoever http://p1.music.126.net/UYFMMRirf9m20MZQoDGU0g==/18812643952977094.jpg 1480087045629 0 想起了小学时候。[汗]
84370029 街豹 http://p1.music.126.net/9GSl8wl9rvmrJiyXCO90RQ==/109951162928242064.jpg 1479949728636 1 这么有心的歌 没人听吗
335364961 养个zz叫萌萌 http://p1.music.126.net/MsnPscAgrArH6dmXt1ZQXg==/18566353348349514.jpg 1479748389002 0 第241个
288820727 落墨清尘 http://p1.music.126.net/N4Q-tTNSzpX-9TZXHgVT2w==/3394192402293343.jpg 1479623957255 0 想做的事不要等啊[哀伤]
357619018 灵魂羊伯伯 http://p1.music.126.net/yALy84e9UULBZDi5J492KA==/3265549614647137.jpg 1479573584896 0 我也替你们捉急啊，，真的。。
85366887 掩耳饰哀愁shy http://p1.music.126.net/V8t4e5G3LLl_BLZtLiQMPg==/7998947094728525.jpg 1479560617550 1 ID略屌
255138810 跳啊跳啊z http://p1.music.126.net/1Mu2bMHo2CpAZajaIrDzbg==/18831335650832177.jpg 1479547076299 1 每次听这歌就会想到LGD的IMP  很淘气啊
350508667 Non暗物质 http://p1.music.126.net/YO-6WPXFREULDMnuVeXiiA==/3441471408226672.jpg 1479046319514 1 现在的每一刻请学会好好珍惜
116396291 瑾沐暖阳i http://p1.music.126.net/djRzyx0hQpTZYMLDuNXleg==/3272146615206000.jpg 1478513549534 0 挺喜欢这首歌的，几年了，一直陪伴着我。
129042290 Tang_Savokiku http://p1.music.126.net/taOayUJPzEC8wz5HkBUKVg==/18536666534438893.jpg 1478349750011 0 这首歌挺有意思的
248224639 0青葱 http://p1.music.126.net/f4Lf_IsMT6yTdXdgVa6x5w==/18919296579335755.jpg 1478161637019 0 怀念感满满
338247289 好的剧本的情人 http://p1.music.126.net/nOURowUuCBz_W-gaoKVZLA==/18828037114474835.jpg 1477992955144 0 年轻过！
130879530 tnsby-c-yh http://p1.music.126.net/k2OJS6yVJkfs3yhcqPRHWA==/3402988497382686.jpg 1477816936250 4 感受到字里行间的宠溺，要很幸福
277644547 结露丶 http://p1.music.126.net/gtEIfkt2dlXD7ZbWDPsgBw==/18599338696040440.jpg 1477668882700 3 这歌挺好的呀，评论咋这么少。。
43063353 U_Sasuke http://p1.music.126.net/DIXXtZNShuJbTNMXCqR4SA==/18612532835112465.jpg 1477149851171 2 每句词都好像说的是自己......
296086601 浅谈旧事 http://p1.music.126.net/VnZiScyynLG7atLIZ2YPkw==/18686200114669622.jpg 1476938608946 8 说实话在很多地方都能看见非主流这三个字，话说那些说出这三个字的人你好意思吗？你拿什么来定义主流和非主流的呢？难道你听的歌就是主流，我看也未必好不好，安静听你的歌，不喜欢就闭嘴，一首歌的制作也不容易，请支持原创的作者好吗？谢谢
111630325 这四个逗比 http://p1.music.126.net/6K4R-UiLeSWVRd7CgZb4jw==/3238061747102735.jpg 1476874813283 0 初中，好年轻
52805860 嗯CH http://p1.music.126.net/7krchU18Ezwoo60vdpzlbA==/3296335865448129.jpg 1476284329088 1 那你就去si啊 也没人拦着你
115056060 他眼里有雾XD http://p1.music.126.net/KmjifOQu5roV3Mh3JzNfRQ==/3250156382591990.jpg 1476173227965 0 听的时候就好想谈恋爱[流泪][流泪] 好想远在天边的宝宝
43557397 安静yo_yo http://p1.music.126.net/fUooE_l4KobND4k4n5mpqg==/3232564186723627.jpg 1475924885029 0 推荐，好听，街边捡到的。
122153205 小锦里 http://p1.music.126.net/Udzz-Dw0wIwweuvfuRcQcQ==/19191975462924855.jpg 1475767516235 0 是阿小岁月哈哈真没毛病
262150230 一叶横飞过大海 http://p1.music.126.net/uoO1-j3TOomlMLi35fNIbQ==/3426078233435928.jpg 1475646167552 0 220
262150230 一叶横飞过大海 http://p1.music.126.net/uoO1-j3TOomlMLi35fNIbQ==/3426078233435928.jpg 1475646158217 0 …
40586188 奔跑得小猪 http://p1.music.126.net/R1kIj2haT_DI8Y6fjQkmcA==/109951162852586121.jpg 1475464422279 1 伽菲怎么跑来唱非主流型的歌了！晕！
137296672 我没撸多 http://p1.music.126.net/CwkCK94DJOGkyvUu4fC51A==/18693896695741219.jpg 1475457693703 0 黑胡椒
98770903 赠你予白 http://p1.music.126.net/oHiuPU1ufjsWrCLhjZUJTw==/18724683022538880.jpg 1475338720818 0 第一次听的时候觉得这首歌的词写的特别贴切
305015404 c佐佐 http://p1.music.126.net/cFbQ7UKHsQDvW5vFBx3R9g==/2946691225211396.jpg 1474938235338 0 216☺👏
61438728 我不爱喝奶茶 http://p1.music.126.net/wegWj5b-DXjphcOLXJAS4w==/3427177754351651.jpg 1474868223535 0 其实是好听的
86444216 倒吸一口凉屁 http://p1.music.126.net/xp3IhxfAsU_12aOVi6DYgg==/3420580751053253.jpg 1474777885974 0 中考那段手机总是听的
127407033 旅途如歌人生如戏 http://p1.music.126.net/l1i72KsZxviMNHU-UD1-4g==/18604836253631888.jpg 1474713208315 2 她说过这首歌好听啊 然后我就一直在怀念这首歌
286961697 萌萌哒的猪哥 http://p1.music.126.net/4SnQp1Qv2TAoNBozRKF_yA==/18671906463558711.jpg 1474702792089 1 想起初中晚自习和朋友逃课打英雄联盟，bgm就是这些，想一想啊，都这么多年了
316816632 AcKid http://p1.music.126.net/WChHhhDHBqsFFO2zjm1uMA==/3250156392425574.jpg 1474702573745 0 听不懂，也许是年纪大了吧
54807722 看你们亲密不是我想要的 http://p1.music.126.net/8nrORQZKeXTNulCjtiEzDQ==/18656513302045076.jpg 1474601901982 0 记得小时候每天吵着让妈妈给我买遥控汽车，现在想想太可笑了！
55982109 止于初夏 http://p1.music.126.net/S3LsZJ9u8lHN1JOWi_lUQg==/1394180761129077.jpg 1473844252103 1 好听
332051993 清新那夏天 http://p1.music.126.net/WqhjnBYHn_p0tZ2SwopWHw==/18614731860042838.jpg 1473831746791 1 前来回顾，冰激凌，那些年爱的歌。
132159753 一往情深xs http://p1.music.126.net/oPQAroBaagJJNPHr84EF3w==/109951162930039096.jpg 1473291316447 2 来得有点早 也不知道说什么 就提前给大家拜个早年吧
93552734 Slopo http://p1.music.126.net/-G9NrfigOhqpmocCpLGpJA==/7937374443525709.jpg 1473171689845 1 他应该就喜欢听young for you，beyond那种类型的歌。还有那种没有调狂吼的
90225762 舒傲寒-- http://p1.music.126.net/NpcDsQb4gBMbdQGe11IsEQ==/3426078259087955.jpg 1473090861189 3 麻痹两年了(ಥ_ಥ)
269499193 夺命疏笙 http://p1.music.126.net/2K_xaqLXinHnO4sZAreLzg==/1412872458482577.jpg 1472358501542 1 非常喜欢这首歌
281452708 _Canon-in-d http://p1.music.126.net/cQ1JX5QmPs7eO4W6ekt8bw==/109951162878286856.jpg 1471357226494 5 以前最喜欢听，这么多年过去了再次听到还是喜欢听。
307359475 半夜琉夏 http://p1.music.126.net/Ydw5S0yAao6QSK5BSeNz3g==/3433774821835859.jpg 1471079340543 1 同感
307359475 半夜琉夏 http://p1.music.126.net/Ydw5S0yAao6QSK5BSeNz3g==/3433774821835859.jpg 1471079300140 0 推荐一下单色凌的一些歌
137063058 kevelin http://p1.music.126.net/ZiYEVmK7IlMJpQn7hzju8Q==/1383185638508317.jpg 1470992257745 5 大奶强直播间过来的哈哈哈[可爱]
126102655 阿信森绘狸 http://p1.music.126.net/4Tn8OQuR5PJoX8XDkOKg8Q==/1390882209254270.jpg 1470912934158 1 小岁月太着急，是怕太快失去你。
15639753 ilanke http://p1.music.126.net/E9tVHnbVahaRajAsBQbuow==/18830236139242173.jpg 1470895335042 1 被我喜欢的你多幸运这么快找到喜欢的人在一起，只是我还依然一个人。
310032965 絔绱早安 http://p1.music.126.net/oC-guGkLM5Gll8ZdTjV-ig==/19065531625774460.jpg 1470674528171 0 好听
109552856 DONG傲娇妹妹 http://p1.music.126.net/Lws7C-XMnPJuBdcRbV4esQ==/1366692954157183.jpg 1470657761576 1 这首歌 是我以前最后一次听单色凌的一首
309650728 御宸殤 http://p1.music.126.net/xkVNmk0YP9twsUd3D-QdWQ==/3252355407154750.jpg 1470501619983 1 切~你才最恶心！嫉妒别人嗓子好吧。
310032965 絔绱早安 http://p1.music.126.net/oC-guGkLM5Gll8ZdTjV-ig==/19065531625774460.jpg 1470014343942 1 好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听好听
278159224 马可波罗二号 http://p1.music.126.net/04lhpO0dIYUasb57e-82MQ==/18583945532727138.jpg 1469261603898 0 我不想后悔了
15639753 ilanke http://p1.music.126.net/E9tVHnbVahaRajAsBQbuow==/18830236139242173.jpg 1468933106841 1 你的个性签名就是这首歌歌词，我特别喜欢你，喜欢你整理头发的样子，喜欢你低头玩消消乐的样子，喜欢你穿白衬衫的样子，你说不喜欢玩游戏是假的，你说没有特别喜欢吃的是假的，你说的一会儿等于两三个小时，可是你又诚实得很，你很诚实的告诉我不喜欢我。
304055894 剑刃狂舞弑血为画z http://p1.music.126.net/vKoTAtX90p5Vxwj_xvc6hg==/3438172866766940.jpg 1468929215657 0 真的好听[大笑]
93005353 货范 http://p1.music.126.net/PUumgMXpitI5UjIvBswtRA==/18862121974672534.jpg 1468922462714 0 回忆
278204601 滑稽滑滑滑稽 http://p1.music.126.net/wWJpjsK9R87PjFfy94vvCw==/18638921115896676.jpg 1468815724364 0 喜欢
80817644 安君羊 http://p1.music.126.net/jxUaN7XGLXKQ78_1uS0YVA==/18544363116022423.jpg 1468757180323 1 人生的意义我还是不知道？喜欢一个人安安静静的，其他就让它顺其自然吧。
80817644 安君羊 http://p1.music.126.net/jxUaN7XGLXKQ78_1uS0YVA==/18544363116022423.jpg 1468757134625 0 知道机会错过了，但我不后悔。或许是因为自己根本没能力做好吧。
80817644 安君羊 http://p1.music.126.net/jxUaN7XGLXKQ78_1uS0YVA==/18544363116022423.jpg 1468757067560 0 知道结局不美好，所以我想好好努力过程
80817644 安君羊 http://p1.music.126.net/jxUaN7XGLXKQ78_1uS0YVA==/18544363116022423.jpg 1468756962246 0 想好好珍惜，但什么都会过去
263389262 没有痛苦的你 http://p1.music.126.net/3uiJ8JRMn5ZWnzEVinTTLA==/18807146394896681.jpg 1468066517823 0 ✌😊✌老大棒棒哒
137217512 岳好 http://p1.music.126.net/U-mOsjvfXqeNFooVOD7mRQ==/18923694625705595.jpg 1468040288491 3 注定在一起的人，不管绕多大一圈依然会回到彼此身边，只要结局是喜剧，过程让我怎么哭都行
96902288 叆萱小咪 http://p1.music.126.net/s-0M1n-egKpmU2tAVTpweQ==/1369991498034104.jpg 1467822302139 2 现在的每一刻 请学会好好珍惜
别等到我们慢慢老去 只剩下叹息
118309772 Siline1234 http://p1.music.126.net/OTHFJ8_0h0oevrhJ_pyuDg==/3393092905111843.jpg 1467773814415 2 喜欢的歌就想让它999[爱心][爱心]
120378659 三月冰蓝 http://p1.music.126.net/12chcRnE3IUB8ep5sZkChg==/1426066594695819.jpg 1467742337780 0 好听。
78088640 你好多喝水 http://p1.music.126.net/6Qls2p8jTPRT-52UOsi6oA==/1418370008291719.jpg 1467370467252 0 看看现在王者荣耀😏
15215659 暖鲸小姐 http://p1.music.126.net/iWoUz09Z8iwz9QdZtp7rLw==/109951162895184682.jpg 1467262472096 2 坐在KFC听这首歌    其实我并不喜欢KFC只是选择坐在这里
80736494 hycmmd http://p1.music.126.net/ptlMbJ2xxg4axESDX8Kdzw==/109951162929666793.jpg 1466615997150 5 高中毕业的暑假这首歌刚出，当时好喜欢，觉得大学肯定超有趣，可惜现在两年过去，真的就像歌一样小岁月太着急，措手不及，马上大三了，感觉荒废整整两年时光。
76715385 Esfuerzos_N http://p1.music.126.net/cUrlVg6OzB9n_2ySb_-SEA==/18730180580958973.jpg 1466493713197 2 高中时喜欢的歌，现在在听，也不知道为什么当初为什么那么喜欢。歌还一样，只是听歌的年龄变了。
280233070 冷子夕i http://p1.music.126.net/7sjFyMjHvade1cSA8j7VVw==/3427177745342828.jpg 1466126829577 3          时过境迁 不忘初心 那谁我爱你。
268960795 伴他Ta http://p1.music.126.net/YstwlwuC5-Xw2T3G6vfVcw==/3426078239631558.jpg 1465660044877 1 很好听啊
115431325 刃pla http://p1.music.126.net/B4KtvHfc4dRHI2YqQagisw==/1390882209459794.jpg 1465540707722 5 今天的毕业典礼上放的是这首歌  愿望实现 却真的又总是怀念
287072499 墨影若琳Vae http://p1.music.126.net/aHTCwbIci9HNcJrVjIA94Q==/18798350301205187.jpg 1465442108765 1 [爱心]毕业季又到了，要珍惜我们曾经有的
63361701 天照照照照照 http://p1.music.126.net/XUGwCQR_WyYUXxQ-CMKaFg==/3416182628751832.jpg 1465277192937 0 当年疯狂迷恋一YY女主播，她最爱的一首歌，让我循环了好久，青春哈哈[大哭]
89750783 Ezekie http://p1.music.126.net/P3heMAPJnUbJnAM7SsqY-g==/18866520021150603.jpg 1465185084281 1 #老歌重听#
116042963 中二病dragon http://p1.music.126.net/YOXAp3oh5cpoUNvyza7ODg==/18521273370534700.jpg 1465028755945 3 高中听的 已经大二末了 还是感触很深 岁月太着急

15639753 ilanke http://p1.music.126.net/E9tVHnbVahaRajAsBQbuow==/18830236139242173.jpg 1465018537035 0 他一直以来用的那句个人简介终于在这首歌的歌词找到，但是我已经放弃喜欢他了.祝他幸福.
265543441 小粟栗 http://p1.music.126.net/xDN27pP_4UJit46PweNjgA==/2946691165587585.jpg 1464842789253 0 我后悔自己没有去很多地方旅行，也后悔当时没有鼓起勇气去吻你
265543441 小粟栗 http://p1.music.126.net/xDN27pP_4UJit46PweNjgA==/2946691165587585.jpg 1464842547458 1 我后悔自己没有去很多地方旅行，也后悔当初没有勇气去吻你
275047028 _忘了心的小二 http://p1.music.126.net/anWwCQiz5uFA556_qpTn5g==/3445869446683763.jpg 1464502033812 2 听的单色凌的第一首歌是“单色冰激凌”
122441475 ler351 http://p1.music.126.net/DxW4J3nx4uay6WxvRyQ9JQ==/1407374896308833.jpg 1464019693285 0 他的歌里最喜欢的人。。。居然没有人评论
99340572 _暮雨晨曦 http://p1.music.126.net/K4DIcZz-qc0mC_d222MPlA==/3426078233433077.jpg 1464008761434 0 一般普通中学生的青睐[星星]
